City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,susuman,62.7833,148.1667,17.93,34,69,5.33,RU,1685840296
283,el calafate,-50.3408,-72.2768,2.51,76,100,2.57,AR,1685840297
284,sandakan,5.8402,118.1179,26.82,89,20,1.54,MY,1685840297
285,cadale,2.7603,46.3222,27.43,78,100,7.5,SO,1685840297
286,fecamp,49.7579,0.3746,12.84,90,5,6.12,FR,1685840297
287,codrington,-38.2667,141.9667,14.33,75,85,6.01,AU,1685840297
288,iwon-up,40.3231,128.6553,23.78,39,3,3.72,KP,1685840297
289,tarnogskiy gorodok,60.4997,43.5761,5.97,90,100,2.05,RU,1685840298
290,hasilpur,29.7122,72.5553,30.3,43,14,0.73,PK,1685840298
291,santa ana de yacuma,-13.75,-65.4333,25.5,73,85,1.67,BO,1685840298
292,quellon,-43.1167,-73.6167,7.0,76,31,2.58,CL,1685840298
293,kayangel,8.0823,134.7173,28.49,77,100,5.05,PW,1685840298
294,portland,45.5234,-122.6762,27.56,36,20,3.6,US,1685840220
295,saint-francois,46.4154,3.9054,14.69,94,0,1.54,FR,1685840298
296,caucete,-31.6518,-68.2811,16.11,61,63,1.79,AR,1685840299
297,sullivan,36.5168,-82.5332,24.66,66,75,2.57,US,1685840299
298,wynyard,-41.0,145.7167,13.32,56,66,4.99,AU,1685840031
299,noosa heads,-26.3833,153.15,20.62,82,79,5.66,AU,1685840299
300,sisimiut,66.9395,-53.6735,-0.01,92,100,3.71,GL,1685840299
301,fortuna,40.5982,-124.1573,16.19,77,100,6.17,US,1685840299
302,laguna,38.421,-121.4238,34.62,29,0,4.63,US,1685840299
303,crystal city,28.6775,-99.8281,29.06,54,75,5.67,US,1685840299
304,lautoka,-17.6167,177.4667,27.92,65,75,3.09,FJ,1685840299
305,luba,3.4568,8.5547,23.94,84,100,1.86,GQ,1685840300
306,kyren,51.6828,102.1408,16.77,61,95,2.04,RU,1685840300
307,anlu,31.1661,112.5831,21.42,66,92,5.13,CN,1685840300
308,karachayevsk,43.774,41.9142,13.23,88,100,2.87,RU,1685840300
309,farasan,16.7022,42.1183,30.63,77,20,2.85,SA,1685840300
310,mykolaiv,49.5237,23.9852,6.09,81,6,2.62,UA,1685840300
311,kudahuvadhoo,2.6708,72.8944,25.82,84,100,3.41,MV,1685840300
312,foster city,37.5586,-122.2711,30.75,63,75,9.77,US,1685840300
313,padang,-0.9492,100.3543,25.03,87,98,0.81,ID,1685840301
314,murun-kuren,49.6342,100.1625,14.89,52,13,1.88,MN,1685840301
315,whitecourt,54.1502,-115.6855,24.58,43,40,5.66,CA,1685840301
316,kirakira,-10.4544,161.9205,29.43,72,88,3.21,SB,1685840301
317,colonia,50.9333,6.95,13.4,58,0,1.54,DE,1685840117
318,nar'yan-mar,67.6713,53.087,10.17,64,99,7.13,RU,1685840301
319,sona,45.4388,10.8255,19.03,88,75,0.51,IT,1685840301
320,inyati,-19.6756,28.8469,14.09,51,3,0.95,ZW,1685840301
321,roma,43.2128,-75.4557,19.08,38,0,5.14,US,1685840083
322,kadom,54.5592,42.4675,5.44,89,100,5.51,RU,1685840302
323,aleksandrovsk-sakhalinskiy,50.8975,142.1561,5.62,84,100,2.8,RU,1685840302
324,crane,31.3974,-102.3501,27.56,46,8,7.69,US,1685840302
325,selkirk,50.1436,-96.8845,27.32,62,100,2.24,CA,1685840202
326,puerto carreno,6.189,-67.4859,26.26,77,96,2.57,CO,1685840302
327,nova vicosa,-17.8919,-39.3719,22.48,68,2,4.09,BR,1685840302
328,olyokminsk,60.3736,120.4264,20.21,41,38,3.86,RU,1685840303
329,revda,56.801,59.9303,17.36,91,42,1.27,RU,1685840303
330,chadan,51.2833,91.5833,18.35,35,99,1.75,RU,1685840303
331,praia,14.9215,-23.5087,23.3,73,40,5.66,CV,1685840303
332,socorro,31.6546,-106.3033,33.56,10,20,3.6,US,1685840019
333,daru,-9.0763,143.2092,26.28,89,98,6.53,PG,1685840303
334,maasin,10.1336,124.8447,28.87,87,95,1.47,PH,1685840303
335,masterton,-40.9597,175.6575,12.16,78,100,3.55,NZ,1685840303
336,nsanje,-16.92,35.262,18.92,70,0,0.7,MW,1685840304
337,mil'kovo,55.6078,37.7956,5.73,86,4,3.07,RU,1685840304
338,kidal,18.4411,1.4078,32.25,15,4,4.14,ML,1685840304
339,weno,7.4515,151.8468,28.41,78,28,2.73,FM,1685840304
340,novoagansk,61.9449,76.6625,19.1,79,100,4.65,RU,1685840304
341,tsiombe,-25.3,45.4833,18.99,61,0,2.33,MG,1685840304
342,slave lake,55.2834,-114.769,24.99,36,0,4.12,CA,1685840213
343,puerto armuelles,8.2833,-82.8667,28.99,67,100,2.24,PA,1685840218
344,bel ombre,-4.6167,55.4167,26.91,83,40,5.66,SC,1685840304
345,pedernales,18.0384,-71.744,27.39,78,98,0.93,DO,1685840305
346,puerto san jose,13.9256,-90.8244,28.92,78,76,1.85,GT,1685840305
347,n'zeto,-7.2312,12.8666,22.57,92,100,3.17,AO,1685840305
348,turbat,26.0023,63.044,30.18,47,0,1.77,PK,1685840305
349,sur,22.5667,59.5289,31.16,54,0,5.94,OM,1685840305
350,fort-shevchenko,44.5086,50.263,23.99,52,99,5.92,KZ,1685840305
351,barah,13.7,30.3667,29.83,43,64,3.7,SD,1685840305
352,paracuru,-3.41,-39.0306,28.39,81,16,4.79,BR,1685840305
353,anna regina,7.2644,-58.5077,26.41,84,61,3.05,GY,1685840306
354,turpan,42.9333,89.1667,29.7,13,91,3.09,CN,1685840306
355,dunedin,-45.8742,170.5036,7.2,91,100,5.24,NZ,1685840091
356,dubbo,-32.25,148.6167,20.07,56,100,9.77,AU,1685840306
357,kailua-kona,19.6406,-155.9956,27.98,75,40,5.14,US,1685840306
358,as sulayyil,20.4607,45.5779,27.14,19,4,1.98,SA,1685840306
359,undurkhaan,47.3194,110.6556,13.92,39,5,6.62,MN,1685840306
360,cambebba,-3.6209,-38.8291,28.28,73,12,3.75,BR,1685840306
361,xuddur,4.1213,43.8894,21.85,87,1,6.55,SO,1685840307
362,adamovka,51.5223,59.9396,21.94,50,100,1.35,RU,1685840307
363,broome,42.2506,-75.833,18.43,64,49,1.34,US,1685840307
364,cali,3.4372,-76.5225,26.0,65,40,3.6,CO,1685840010
365,bolgar,54.95,49.0667,14.27,82,5,3.01,RU,1685840307
366,cabedelo,-6.9811,-34.8339,25.37,77,66,5.36,BR,1685840307
367,iquique,-20.2208,-70.1431,19.02,79,58,1.13,CL,1685840307
368,north platte,41.1239,-100.7654,17.43,96,100,3.6,US,1685840307
369,port macquarie,-31.4333,152.9167,20.5,81,100,5.1,AU,1685840308
370,tottori,35.5,134.2333,22.04,53,0,1.54,JP,1685840260
371,tofol,5.3248,163.0078,31.88,70,75,3.6,FM,1685840308
372,keflavik,64.0049,-22.5624,9.24,87,100,6.69,IS,1685840308
373,tondano,1.3038,124.9112,27.05,66,74,1.86,ID,1685840308
374,bodo,67.28,14.405,6.64,92,75,7.2,NO,1685840308
375,yuzhno-kurilsk,44.0306,145.8556,10.35,68,100,1.8,RU,1685840308
376,mulayjah,27.271,48.4242,31.85,20,19,5.58,SA,1685840309
377,truckee,39.328,-120.1833,25.05,30,40,3.6,US,1685840182
378,arendal,58.4615,8.7725,7.89,80,9,1.55,NO,1685840309
379,chonchi,-42.6128,-73.8092,5.07,85,18,1.14,CL,1685840309
380,barcelos,41.5388,-8.6151,18.25,94,95,1.38,PT,1685840309
381,sena madureira,-9.0656,-68.6569,22.64,96,18,0.43,BR,1685840309
382,guerrero negro,27.9769,-114.0611,17.65,69,0,9.22,MX,1685840309
383,holualoa,19.6228,-155.9522,25.91,76,40,5.14,US,1685840310
384,avarua,-21.2078,-159.775,25.03,61,75,2.06,CK,1685840310
385,lamar,33.6668,-95.5836,19.8,88,100,6.69,US,1685840310
386,sarangani,5.4033,125.4636,28.57,77,100,4.11,PH,1685840310
387,antofagasta,-23.65,-70.4,16.6,84,97,2.42,CL,1685840310
388,holdrege,40.4403,-99.3698,19.95,83,75,4.63,US,1685840310
389,labrador city,52.9463,-66.9114,13.95,30,0,1.54,CA,1685840310
390,broken hill,-31.95,141.4333,20.31,41,100,7.47,AU,1685840311
391,egilsstadir,65.2653,-14.3948,9.95,71,0,0.51,IS,1685840311
392,scarborough,54.2797,-0.4044,10.37,90,100,2.2,GB,1685840231
393,punta del este,-34.9667,-54.95,17.06,91,75,2.06,UY,1685840311
394,skovorodino,53.9833,123.9167,21.88,29,17,2.97,RU,1685840311
395,santa terezinha,-29.9002,-50.0904,18.4,71,0,2.47,BR,1685840311
396,al burayqah,30.4062,19.5739,23.15,56,13,6.77,LY,1685840311
397,ardakan,32.31,54.0175,26.95,25,24,2.19,IR,1685840311
398,kalaoa,19.7286,-155.9817,26.52,76,40,5.14,US,1685840300
399,happy valley-goose bay,53.3168,-60.3315,10.17,46,75,3.09,CA,1685840312
400,ofunato,39.0717,141.7167,20.88,53,37,7.75,JP,1685840312
401,guanica,17.9716,-66.908,28.88,71,64,4.04,PR,1685840312
402,barclayville,4.6797,-8.2339,25.04,88,100,1.41,LR,1685840312
403,westport,41.1415,-73.3579,14.96,73,100,7.72,US,1685840118
404,bukama,-9.2,25.85,19.77,56,75,1.06,CD,1685840312
405,dame-marie,18.5667,-74.4167,26.32,83,48,2.79,HT,1685840312
406,newman,37.3138,-121.0208,34.45,23,2,2.24,US,1685840313
407,kavaratti,10.5669,72.642,29.03,74,100,3.9,IN,1685840313
408,portoviejo,-1.05,-80.45,27.57,89,100,2.79,EC,1685840313
409,alofi,-19.0595,-169.9187,24.94,83,100,3.6,NU,1685840313
410,mossendjo,-2.9506,12.7261,19.58,97,72,1.02,CG,1685840314
411,ostersund,63.1792,14.6357,5.34,41,75,9.26,SE,1685840314
412,rosetta,31.4044,30.4164,20.02,80,9,2.81,EG,1685840315
413,north battleford,52.7834,-108.2847,23.05,73,75,4.63,CA,1685840315
414,huarmey,-10.0681,-78.1522,22.08,79,22,5.11,PE,1685840315
415,at taj,24.2049,23.2857,30.67,25,14,3.82,LY,1685840315
416,jezowe,50.3749,22.1275,6.81,78,74,2.98,PL,1685840315
417,bhisho,-32.8472,27.4422,10.61,83,74,1.69,ZA,1685840315
418,geraldton,-28.7667,114.6,12.23,62,93,7.72,AU,1685840315
419,flin flon,54.7682,-101.865,19.35,87,100,3.99,CA,1685840315
420,arraial do cabo,-22.9661,-42.0278,21.45,73,0,5.47,BR,1685840316
421,nyurba,63.2842,118.3319,12.97,82,99,2.6,RU,1685840316
422,menaka,15.9182,2.4022,33.77,37,100,6.09,ML,1685840316
423,anzio,41.4853,12.6179,20.48,79,33,0.74,IT,1685840316
424,ugoofaaru,5.6667,73.0,28.45,77,100,6.19,MV,1685840316
425,xilin hot,43.9667,116.0333,18.63,29,98,8.24,CN,1685840316
426,lamarque,-39.423,-65.7021,12.89,45,0,10.29,AR,1685840316
427,isla del bosque,22.7333,-105.85,26.44,75,8,3.76,MX,1685840317
428,can,40.0333,27.0524,15.52,94,100,1.52,TR,1685840119
429,plainview,40.7765,-73.4673,16.09,73,100,3.6,US,1685840317
430,whangarei,-35.7317,174.3239,16.33,58,68,2.81,NZ,1685840317
431,tralee,52.2704,-9.7026,12.2,92,0,1.44,IE,1685840317
432,belmonte,-15.8631,-38.8828,22.76,83,14,4.86,BR,1685840286
433,woodward,36.4337,-99.3904,27.57,67,0,3.6,US,1685840317
434,olonets,60.9847,32.9698,3.38,92,59,1.97,RU,1685840317
435,kapa'a,22.0752,-159.319,26.93,62,0,4.12,US,1685840317
436,pisco,-13.7,-76.2167,21.03,78,9,5.66,PE,1685840062
437,fayroz koh,34.5195,65.2509,11.8,34,2,0.69,AF,1685840318
438,sihanoukville,10.6093,103.5296,25.97,94,75,1.54,KH,1685840058
439,pasuquin,18.3328,120.6177,28.97,84,20,1.54,PH,1685840318
440,teknaf,20.8624,92.3058,28.13,83,15,0.27,BD,1685840318
441,zouerate,22.7187,-12.4521,26.58,33,0,4.25,MR,1685840318
442,saint-joseph,-21.3667,55.6167,20.21,77,0,4.95,RE,1685840318
443,magadan,59.5667,150.8,21.41,63,98,0.71,RU,1685840109
444,tamandare,-8.7597,-35.1047,25.52,79,2,3.73,BR,1685840318
445,san ignacio,17.1561,-89.0714,33.08,49,0,3.09,BZ,1685840319
446,manadhoo,5.7667,73.3833,28.54,77,100,6.1,MV,1685840319
447,gori,41.9842,44.1158,14.4,86,35,0.35,GE,1685840319
448,garden city,42.3256,-83.331,25.14,45,75,4.63,US,1685840319
449,nizhniye sergi,56.6614,59.3033,16.64,96,41,1.66,RU,1685840319
450,savanna-la-mar,18.219,-78.1332,28.85,89,6,2.07,JM,1685840319
451,yaren,-0.5472,166.916,29.16,76,18,5.01,NR,1685840319
452,mitsamiouli,-11.3847,43.2844,25.71,72,15,1.68,KM,1685840320
453,karungdong,5.8844,121.263,29.53,68,96,1.06,PH,1685840320
454,san pedro,14.35,121.0167,30.57,74,40,1.03,PH,1685840320
455,moanda,-1.5575,13.2178,22.75,94,77,1.14,GA,1685840320
456,zag,46.9441,99.165,12.07,38,3,2.1,MN,1685840320
457,toliara,-23.35,43.6667,21.19,51,0,2.83,MG,1685840320
458,saint-leu,-21.15,55.2833,22.46,82,0,1.38,RE,1685840320
459,lyantonde,-0.4031,31.1572,17.04,91,45,1.19,UG,1685840320
460,yeniseysk,58.4497,92.1703,19.52,47,5,1.98,RU,1685840321
461,carutapera,-1.195,-46.02,24.2,95,100,2.95,BR,1685840321
462,tokoroa,-38.2333,175.8667,11.08,89,100,2.24,NZ,1685840321
463,bengkulu,-3.8004,102.2655,25.5,89,100,1.06,ID,1685840321
464,flying fish cove,-10.4217,105.6791,25.82,83,100,4.63,CX,1685840321
465,shijiang,27.0819,110.7933,23.68,85,100,1.51,CN,1685840321
466,nkove,-7.95,30.85,22.66,58,24,2.71,TZ,1685840321
467,ciudad bolivar,8.1222,-63.5497,28.02,70,100,1.54,VE,1685840321
468,sanjwal,33.7608,72.4336,25.45,49,22,1.23,PK,1685840321
469,sabha,27.0377,14.4283,30.27,25,1,10.29,LY,1685840322
470,manismata,-2.4667,111.0333,26.94,87,76,1.54,ID,1685840322
471,behshahr,36.6923,53.5526,22.91,70,31,2.55,IR,1685840322
472,saldanha,-33.0117,17.9442,10.03,80,100,2.28,ZA,1685840322
473,nouadhibou,20.931,-17.0347,19.99,94,0,6.69,MR,1685840322
474,alo,7.4178,6.7371,24.89,89,98,1.18,NG,1685840322
475,khorixas,-20.3667,14.9667,12.44,57,0,1.33,,1685840322
476,yamba,-5.9,22.3,24.28,47,99,1.27,CD,1685840322
477,opuwo,-18.0607,13.84,15.22,41,0,2.59,,1685840323
478,margate,51.3813,1.3862,12.39,81,10,3.58,GB,1685840323
479,san juan de miraflores,-12.1629,-76.9635,21.76,79,72,4.11,PE,1685840323
480,el bauga,18.262,33.9081,30.8,32,41,2.89,SD,1685840323
481,tibu,8.639,-72.7358,26.98,78,7,0.61,CO,1685840323
482,la passe,45.5549,-0.8967,19.13,92,16,2.48,FR,1685840323
483,aykhal,66.0,111.5,2.83,90,100,9.11,RU,1685840323
484,preston,53.7667,-2.7167,12.14,89,34,2.36,GB,1685840217
485,orapa,-21.2833,25.3667,18.66,38,2,3.64,BW,1685840324
486,nizhniy kuranakh,58.8353,125.4869,19.17,47,100,3.84,RU,1685840324
487,ketchikan,55.3422,-131.6461,14.26,54,75,4.63,US,1685840324
488,al jahra',29.3375,47.6581,34.19,22,55,7.88,KW,1685840324
489,ivoti,-29.5911,-51.1606,18.82,72,0,1.73,BR,1685840324
490,whitestown,39.9973,-86.3458,30.68,40,0,5.14,US,1685840324
491,manicore,-5.8092,-61.3003,24.39,94,67,0.51,BR,1685840324
492,al ghayzah,16.2079,52.176,27.71,80,0,2.66,YE,1685840324
493,mizque,-17.941,-65.3402,15.37,75,0,1.55,BO,1685840325
494,biloela,-24.4167,150.5,24.58,48,47,6.78,AU,1685840325
495,sitka,57.0531,-135.33,11.94,76,75,3.09,US,1685840325
496,mananjary,-21.2167,48.3333,21.5,87,61,1.32,MG,1685840325
497,beira,-19.8436,34.8389,24.05,94,0,3.35,MZ,1685840325
498,praya,14.9215,-23.5087,23.3,73,40,5.66,CV,1685840325
499,lunca de jos,46.5667,25.9833,4.49,80,29,1.59,RO,1685840325
500,sola,-13.8833,167.55,26.78,81,78,9.62,VU,1685840325
501,buala,-8.145,159.5921,29.9,67,48,1.81,SB,1685840326
502,kerikeri,-35.2268,173.9474,14.58,75,100,2.99,NZ,1685840326
503,mata-utu,-13.2816,-176.1745,27.64,68,99,5.55,WF,1685840326
504,san fernando de apure,7.8878,-67.4724,24.81,92,90,0.54,VE,1685840326
505,progreso,21.2833,-89.6667,28.39,71,5,4.31,MX,1685840326
506,anadyr,64.75,177.4833,5.28,65,0,10.73,RU,1685840326
507,ola,59.5833,151.2833,21.75,57,98,0.96,RU,1685840326
508,glace bay,46.1969,-59.957,6.7,96,100,5.14,CA,1685840326
509,namtsy,62.7161,129.6658,21.38,31,0,4.14,RU,1685840326
510,tommot,58.9564,126.2925,19.54,48,100,3.88,RU,1685840327
511,bonthe,7.5264,-12.505,26.18,84,100,1.15,SL,1685840327
512,tazacorte,28.629,-17.9293,21.54,92,100,0.51,ES,1685840327
513,beaufort-en-vallee,47.4397,-0.2189,17.17,72,0,3.6,FR,1685840327
514,uttaradit,17.6667,100.5,28.48,58,13,0.98,TH,1685840327
515,bagalkot,16.1833,75.7,26.69,69,12,6.63,IN,1685840327
516,chhor,25.5167,69.7667,29.08,74,5,7.89,PK,1685840327
517,bikaner,28.0167,73.3,27.31,57,99,1.18,IN,1685840328
518,bikenibeu village,1.3673,173.1241,31.98,70,75,4.12,KI,1685840328
519,mount gambier,-37.8333,140.7667,15.72,67,11,3.87,AU,1685840328
520,shingu,33.7333,135.9833,24.63,32,1,2.13,JP,1685840328
521,qamdo,31.1667,97.2333,7.74,37,0,2.23,CN,1685840328
522,argo,37.6333,22.7333,18.21,70,3,1.35,GR,1685840328
523,ghat,24.9647,10.1728,31.0,9,0,2.95,LY,1685840328
524,selfoss,63.9331,-20.9971,8.91,86,100,2.95,IS,1685840328
525,mgandu,-5.95,34.1333,14.86,95,88,3.82,TZ,1685840329
526,barakani,-12.1356,44.4317,25.03,78,25,2.61,KM,1685840329
527,shiyan,32.6475,110.7781,16.85,93,100,0.2,CN,1685840329
528,urechesti,45.6,27.0667,11.36,62,71,4.59,RO,1685840329
529,rundu,-17.9333,19.7667,21.32,32,100,0.4,,1685840329
530,lazaro cardenas,17.9583,-102.2,27.49,70,0,4.85,MX,1685840329
531,iba,15.3667,120.0333,27.94,73,100,1.4,PH,1685840329
532,lensk,60.7253,114.9278,17.13,47,2,5.25,RU,1685840329
533,kittila,67.6647,24.8936,4.08,87,0,0.51,FI,1685840330
534,alaghsas,17.0187,8.0168,29.55,30,100,4.45,NE,1685840330
535,zhuangyuan,37.2975,120.8256,27.4,29,97,4.15,CN,1685840330
536,ancud,-41.8697,-73.8203,8.5,75,7,3.3,CL,1685840330
537,rio rancho,35.2334,-106.6645,25.71,27,75,9.26,US,1685840330
538,rikaze,29.25,88.8833,10.09,39,0,1.51,CN,1685840330
539,rusk,31.796,-95.1502,23.66,49,0,3.6,US,1685840293
540,mili,6.0815,171.735,28.21,79,73,4.54,MH,1685840330
541,port-gentil,-0.7193,8.7815,24.87,86,100,4.53,GA,1685840330
542,dukhan,25.4297,50.7858,30.17,53,40,5.29,QA,1685840331
543,vredendal,-31.6683,18.5012,10.55,93,8,1.76,ZA,1685840331
544,nova xavantina,-14.6667,-52.35,22.54,56,0,1.29,BR,1685840331
545,quibor,9.9287,-69.6201,24.54,81,15,2.89,VE,1685840331
546,chifeng,42.2683,118.9636,23.42,16,7,4.0,CN,1685840331
547,lospalos,-8.5186,127.0025,25.05,68,55,3.88,TL,1685840331
548,villa gesell,-37.2639,-56.973,12.25,83,100,2.22,AR,1685840331
549,belaya kholunitsa,58.84,50.8528,13.54,84,100,2.71,RU,1685840331
550,lubang,13.8584,120.124,28.22,77,97,3.74,PH,1685840332
551,ginir,7.1333,40.7,14.49,86,37,1.83,ET,1685840332
552,mazatlan,23.2167,-106.4167,28.98,76,0,5.66,MX,1685840183
553,rybinsk,58.0446,38.8426,2.64,85,2,3.46,RU,1685840147
554,shubarshi,48.5872,57.1869,20.65,61,89,4.21,KZ,1685840332
555,namibe,-15.1961,12.1522,19.43,68,0,4.6,AO,1685840332
556,obihiro,42.9172,143.2044,11.67,87,75,0.51,JP,1685840332
557,gulma,12.6423,4.3555,30.08,58,92,6.29,NG,1685840332
558,northam,51.0333,-4.2167,13.12,86,0,4.07,GB,1685840332
559,kuala terengganu,5.3302,103.1408,25.97,94,40,1.03,MY,1685840333
560,brookings,44.3114,-96.7984,29.0,45,20,4.12,US,1685840188
561,polygyros,40.3744,23.4383,18.85,77,100,1.7,GR,1685840333
562,choyr,46.3611,108.3611,14.66,48,15,7.27,MN,1685840333
563,walvis bay,-22.9575,14.5053,11.16,93,1,2.06,,1685840334
564,foumban,5.7291,10.9001,18.03,95,100,1.61,CM,1685840334
565,fairmount,43.0473,-76.2385,19.04,50,9,2.51,US,1685840334
566,taltal,-25.4,-70.4833,17.2,77,94,1.86,CL,1685840334
567,grove city,39.8815,-83.093,28.03,83,0,3.6,US,1685840060
568,kukshi,22.2,74.75,29.45,67,0,5.63,IN,1685840334
